ppg_mean,ppg_std,ppg_min,ppg_max,ppg_range,imu_mean,imu_std,imu_p95,imu_energy,acc_rms,ppg_bp_low,ppg_bp_hr,ppg_bp_high,ppg_bp_hr_norm,ppg_f_dom,imu_bp_low,imu_bp_high,imu_jerk_mean,imu_jerk_std,coherence_ppg_imu,ppg_entropy,imu_entropy,sqi,fusion_ppg_imu,hr_candidate,phase_id,sqi_flag,motion_weight,hr_cand_weighted,ppg_hr_smooth,artifact_ratio,hr_true,phase
-0.0583951451695273,-0.5311713613458604,0.1990905056800516,-0.3256490925204421,-0.5971669239561028,0.913505000938696,-0.7905562908044484,-0.6800300158099443,0.3734912875495236,0.3913472542085985,-0.2624347373056109,-0.100136288429165,-0.0914757987814953,-0.4583843963563492,0.6283783781599586,-0.5165688563249681,-0.5197662570568966,-0.771143955596618,-0.7721625562299003,0.9330133839920348,0.5267287382843803,-0.7606397217809874,-0.4502664006903687,-0.2836734483863493,0.8009887361048069,1.0,0.0712470499879101,0.4085974976355458,0.7799673017919746,-0.4663052713016519,-0.139807868675731,71.85031185031185,2.0
-0.3260581109056539,-0.5181496463359732,-0.075524481461719,-0.3696727411621621,-0.3918757651120955,0.4868607263321691,-0.672239709428899,-0.6505182143554212,0.0743476693860517,0.0886604017840985,-0.2570104652915432,-0.0837848171399442,-0.0916554658363674,0.511380443725771,0.2234347853994319,-0.4596350798322162,-0.4899317350519359,-0.6959440977853085,-0.7112443378410466,-0.2308737840761028,-0.2936818494483252,-0.7871075363628846,0.5080850333533922,-0.2602819137068179,0.3478579653940876,1.0,0.0712470499879101,0.1029479181164834,0.3335354701654303,0.2704450122834203,-0.1390196062872581,72.73875295974743,2.0
-2.1994973501029955,-0.6080529762905053,-1.9608626742121016,-1.8159331200406983,-0.4169079765163096,-0.697560243374256,1.8206527394663132,1.6764818825852972,0.4194007548150654,0.4166139922250046,-0.2557382448609349,-0.0944998138244154,-0.09118191550319761,-0.1393346258584542,-0.866382772331837,-0.1742237448097186,1.559464114213936,0.8245038182804512,0.3245068296004642,0.5664019932884456,-0.9068758421637334,1.8153317406503904,-0.1466841295155182,0.7145455194342052,-1.0115343467380704,-1.0136169186217137,0.0712470499879101,0.4130629161044547,-0.8936284198001392,-0.1174830773841576,0.0483666665873725,104.21711899791232,0.0
0.6328508143606997,-0.4333168239447405,0.7904155279212606,0.221709809441114,-0.4717693953023336,-0.1508666632667865,0.7254051735676192,0.9294150628248218,0.036899644665512,0.0506004635205127,-0.3208509783660436,-0.1050393127352483,-0.0921982156161128,-0.095670178505623,-0.9913959928821482,0.4172294222590001,0.2867851968001007,1.296992627510248,0.7832638707287982,-0.4733236534255848,0.4376443740003941,0.8035296050513974,-0.100059590024061,0.062872165524325,-1.0115343467380704,-1.0,0.0712470499879101,0.064345224200655,-1.005760024714203,-1.052017738751836,0.1450444567759273,84.98198661863098,0.0
0.1008369232809136,-0.5250987567207532,0.2639069077806901,-0.1892135008915132,-0.487579213031311,-1.2012049399299412,0.4877049705222114,-0.6458785295836869,-0.817712418659997,-0.8284893349519219,-0.2642092166740958,-0.0890872926415304,-0.0882962157605413,0.309175576268799,0.2234347853994319,-0.438445023812997,-0.0357441483979746,-0.0824657560168878,1.25637839503231,-0.8030736891935198,0.2533439516281002,-2.490517140113937,0.3147326060232825,0.0070274823910417,0.3478579653940876,-1.0,0.0712470499879101,-0.8380911897300657,0.3335354701654303,0.1053175895637991,-0.1086570379225399,70.20822752666328,0.0
0.0128027342450264,-0.3867384156720886,0.0673921238294138,-0.2482439869221181,-0.3751876241759527,1.2719771189941858,-0.1541697959855363,0.4769493378096554,0.8281504755563299,0.8533441983270557,-0.2054219058580068,-0.0922461514944465,-0.0881019948678427,-0.3839947285402657,1.0493210903124515,-0.0973682666293077,-0.3817800234135508,-0.0241045031029417,-0.1962890187447896,-0.4597201225815305,0.6144573221449398,0.942650752747397,-0.3746197623100572,-0.1895924046391199,1.2541195068155262,0.9753755174190453,0.0712470499879101,0.956910027192974,1.2263260174530048,-0.0158552974333238,-0.1295546144370794,86.05042016806723,2.0
-1.177870965364029,-0.5785791730160729,-0.9300682003654656,-1.2873529715083212,-0.7319219729323649,-0.9716858355732044,1.132420835938137,1.1994864304767223,-0.327960970916942,-0.3222195252336924,-0.3323537412710565,-0.1078462786491225,-0.0929830941042486,-0.5712872606641098,1.438265563681012,-0.4187734890840244,0.9050346761253542,0.3750844363595836,0.0515083878025488,-1.2447653755034722,0.6805351071338653,1.5697265398188331,-0.565208267306632,0.046104468159513,1.7072502775262457,-1.0,0.0712470499879101,-0.3158270634809633,1.6728309650450623,-2.0513547232227465,1.999078017642364,84.26332288401254,0.0
-0.1712554247984783,-0.4673298583787833,0.0035728971457083,-0.4362740015307862,-0.5504131040054518,0.9666313659464928,-0.3976186296134115,-0.1316824248817512,0.45448103596298306,0.4763298181199001,-0.2019448240192089,-0.0985656179431846,-0.08706892540482486,-0.6685373685420988,1.0316619910846234,-0.431619813468496,-0.4266345514799818,-0.1064339924252201,-0.0982078372520353,0.910214632892221,0.9675836546523812,0.3216265158256782,-0.663873566498482,-0.25320472380285525,1.2541195068155262,1.003784074356025,0.0712470499879101,0.4946683998865452,1.2356261877219707,-0.3501678347658868,-0.1281503591221297,85.10817941952507,2.0
0.4608776820857833,0.3921876567900789,0.2217406330075275,0.2701250460440337,0.128361826824339,1.147834684741806,1.1524147288021502,1.52738766660385,1.2226122496635292,1.2520979075303924,0.0360954352906334,-0.0213383784774184,-0.06178203265793104,0.2022955570721287,2.653533304869566,-0.1584675162028276,0.9311289301052094,0.5576869572524923,0.1809240650405136,0.2573464775803518,1.0644261665987722,1.829157530308878,0.2076970616293658,0.4696039679410672,-0.3318381906719914,0.9874293463218469,0.0712470499879101,1.244475260268263,-0.33914236629574745,1.1363385274429807,-0.1194385914993859,109.59830866807611,2.0
0.1974821310193654,-0.1517229866452381,0.326337211562239,0.2363933397408309,-0.0131495545147339,-1.952854035552121,-0.760946982264967,-0.9113471382181052,-1.6669870117863652,-1.7230271519567268,-0.0987280966515434,-0.0909366206237215,-0.0928644959398237,-0.6638768815698187,-0.9913959928821482,-0.5185675751669258,-0.4963156954418631,-0.5069095775181472,-0.5640558698330849,0.0061283833432533,0.1135783054343088,-0.0212045882515923,-0.6673614954222954,-0.2798007429293357,-1.0115343467380704,-1.0,0.0712470499879101,-1.7783531456780266,-1.005760024714203,0.0369816568057905,-0.1387024759027235,68.96988906497623,0.0
